address,biz_id,category,image_shown,name,num_reviews,price_range,star_rating,url
42 Eagle St,public-house-42-albany-2,"['Irish', 'Pubs']",https://s3-media4.fl.yelpcdn.com/bphoto/u8yRr9zXkyGC3bREvtBxJg/ls.jpg,Public House 42,40.0,$$,3.5,https://www.yelp.com/biz/public-house-42-albany-2?osq=beer
2012 Central Ave,build-a-burger-pub-albany,"['Burgers', 'Pubs']",https://s3-media4.fl.yelpcdn.com/bphoto/V8AWAgAgW9EfblPnTvdj4g/ls.jpg,Build A Burger Pub,33.0,$$,4.5,https://www.yelp.com/biz/build-a-burger-pub-albany?osq=beer
660 Albany Shaker Rd,the-tavern-albany,"['American (New)', 'Lounges', 'Pubs']",https://s3-media3.fl.yelpcdn.com/bphoto/YJD3uXCBgg3oDD-oed4kBA/ls.jpg,The Tavern,6.0,$$,3.5,https://www.yelp.com/biz/the-tavern-albany?osq=beer
,bjs-restaurant-and-brewhouse-colonie,['Brewpubs'],https://s3-media3.fl.yelpcdn.com/bphoto/F_kDK-6rH8e2zjVZ0lbPIQ/ls.jpg,BJ’s Restaurant & Brewhouse,164.0,$$,3.0,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-colonie?osq=beer
417 River St,browns-brewing-company-troy,['Breweries'],https://s3-media1.fl.yelpcdn.com/bphoto/5_TXl4tk7WTdQNXvjKH2Yw/ls.jpg,Brown’s Brewing Company,391.0,$$,3.5,https://www.yelp.com/biz/browns-brewing-company-troy?osq=beer
1214 Troy Schenectady Rd,chops-and-hops-meat-market-latham,"['Meat Shops', 'Sandwiches', 'Beer Bar']",https://s3-media1.fl.yelpcdn.com/bphoto/pIU5S0g1Y_FvMpvd0MjPbw/ls.jpg,Chops and Hops Meat Market,38.0,$$,5.0,https://www.yelp.com/biz/chops-and-hops-meat-market-latham?osq=beer
379 Congress St,the-hill-at-muza-troy-4,"['Beer Gardens', 'Modern European', 'Bars']",https://s3-media3.fl.yelpcdn.com/bphoto/5AksIYQZThNpbLKtMvHo0A/ls.jpg,The Hill at Muza,60.0,$$,4.5,https://www.yelp.com/biz/the-hill-at-muza-troy-4?osq=beer
579 Troy Schenectady Rd,kiernans-craft-tavern-latham,"['American (Traditional)', 'Pubs']",https://s3-media1.fl.yelpcdn.com/bphoto/d6RkdO4cO5JbRoWG-Ou-FA/ls.jpg,Kiernan’s Craft Tavern,61.0,$$,4.0,https://www.yelp.com/biz/kiernans-craft-tavern-latham?osq=beer
4 Clinton Sq,mcgearys-albany,"['Pubs', 'Sports Bars', 'American (Traditional)']",https://s3-media1.fl.yelpcdn.com/bphoto/bJYiX60tjJzHir_8_NG4DQ/ls.jpg,McGeary’s,101.0,$$,4.0,https://www.yelp.com/biz/mcgearys-albany?osq=beer
45 Second St,elixir-16-troy,"['Beer Bar', 'Beer, Wine & Spirits']",https://s3-media3.fl.yelpcdn.com/bphoto/hzci43c0Efff3zcWVSWA_Q/ls.jpg,Elixir 16,12.0,$,5.0,https://www.yelp.com/biz/elixir-16-troy?osq=beer
221 Harborside Dr,druthers-brewing-company-schenectady-3,['Brewpubs'],https://s3-media1.fl.yelpcdn.com/bphoto/vSQ5oaJJrWn9XQ24pBVU5A/ls.jpg,Druthers Brewing Company,116.0,$$,3.5,https://www.yelp.com/biz/druthers-brewing-company-schenectady-3?osq=beer
104 3rd St,the-ruck-troy-3,"['Pubs', 'Burgers', 'Chicken Wings']",https://s3-media3.fl.yelpcdn.com/bphoto/HuJeWGQoxDvZ96LNmIJ_rg/ls.jpg,The Ruck,238.0,$$,4.0,https://www.yelp.com/biz/the-ruck-troy-3?osq=beer
342 Altamont Rd,indian-ladder-farms-cidery-and-brewery-altamont,"['Cideries', 'Beer Gardens', 'Breweries']",https://s3-media2.fl.yelpcdn.com/bphoto/ZMBT2fEX1yXk4ZD1hOmNmA/ls.jpg,Indian Ladder Farms Cidery & Brewery,40.0,$$,4.0,https://www.yelp.com/biz/indian-ladder-farms-cidery-and-brewery-altamont?osq=beer
680 River St,ale-house-troy,"['Pubs', 'Chicken Wings', 'Sandwiches']",https://s3-media1.fl.yelpcdn.com/bphoto/ItYGn1fI6VQiid2_2KlvrA/ls.jpg,Ale House,60.0,$,4.5,https://www.yelp.com/biz/ale-house-troy?osq=beer
95 Everett Rd,swiftys-restaurant-and-pub-albany-albany-5,"['Irish', 'American (Traditional)', 'Pubs']",https://s3-media3.fl.yelpcdn.com/bphoto/pyEbOgOxhzHJqFEU0Reo8w/ls.jpg,Swifty’s Restaurant & Pub - Albany,45.0,$$,4.0,https://www.yelp.com/biz/swiftys-restaurant-and-pub-albany-albany-5?osq=beer
182 Remsen St,caskade-kitchen-and-bar-cohoes,"['Gastropubs', 'Tapas/Small Plates', 'American (New)']",https://s3-media2.fl.yelpcdn.com/bphoto/x0AMSV4SB90xloq9yrU96Q/ls.jpg,Caskade Kitchen & Bar,48.0,$$,4.5,https://www.yelp.com/biz/caskade-kitchen-and-bar-cohoes?osq=beer
2 King St,wolffs-biergarten-troy-2,['Beer Gardens'],https://s3-media1.fl.yelpcdn.com/bphoto/zlO6Fi43tECW1I6uFsfmmw/ls.jpg,Wolff’s Biergarten,41.0,$$,3.0,https://www.yelp.com/biz/wolffs-biergarten-troy-2?osq=beer
304 Lark St,oh-bar-albany,"['Gay Bars', 'Karaoke', 'Pubs']",https://s3-media3.fl.yelpcdn.com/bphoto/M__iciuDGeaUrp5luq0i7w/ls.jpg,Oh Bar,30.0,$,3.5,https://www.yelp.com/biz/oh-bar-albany?osq=beer
180 Madison Ave,hill-street-cafe-albany,"['Pizza', 'Pubs', 'Chicken Wings']",https://s3-media3.fl.yelpcdn.com/bphoto/dPRUQnFRiHD5OG-a3KKB5g/ls.jpg,Hill Street Cafe,77.0,$$,4.0,https://www.yelp.com/biz/hill-street-cafe-albany?osq=beer
165 Erie Blvd,wolffs-biergarten-schenectady,"['Bars', 'Beer Gardens']",https://s3-media2.fl.yelpcdn.com/bphoto/foOWTuJd3Wr70tVu3ZS5ng/ls.jpg,Wolff’s Biergarten,59.0,$$,3.5,https://www.yelp.com/biz/wolffs-biergarten-schenectady?osq=beer
448 Madison Ave,lionheart-pub-albany-2,['Pubs'],https://s3-media4.fl.yelpcdn.com/bphoto/0V42OQgMrWHv9AhgTGkvEg/ls.jpg,Lionheart Pub,54.0,$$,3.0,https://www.yelp.com/biz/lionheart-pub-albany-2?osq=beer
59 N Pearl St,pearl-street-pub-albany,"['Pubs', 'Pizza', 'Sandwiches']",https://s3-media2.fl.yelpcdn.com/bphoto/IbQGzK9GhN2abiXgTLu4-A/ls.jpg,Pearl Street Pub,101.0,$$,2.5,https://www.yelp.com/biz/pearl-street-pub-albany?osq=beer
461 Broadway,nighthawks-troy-2,"['Burgers', 'American (New)', 'Gastropubs']",https://s3-media3.fl.yelpcdn.com/bphoto/yrMS8zLumFUGojy9smZFdw/ls.jpg,Nighthawks,58.0,$$,4.5,https://www.yelp.com/biz/nighthawks-troy-2?osq=beer
159 Clinton St,clinton-street-pub-schenectady,"['Pubs', 'American (New)', 'Gay Bars']",https://s3-media3.fl.yelpcdn.com/bphoto/KK4cZ9QrweBxPAYJJcBHFA/ls.jpg,Clinton Street Pub,4.0,$$$$,3.5,https://www.yelp.com/biz/clinton-street-pub-schenectady?osq=beer
237 Union St,the-van-dyck-restaurant-and-lounge-schenectady-3,"['American (New)', 'Breweries']",https://s3-media4.fl.yelpcdn.com/bphoto/opY4LANFGVFtPhGA-2SfkQ/ls.jpg,The Van Dyck Restaurant & Lounge,98.0,$$,4.0,https://www.yelp.com/biz/the-van-dyck-restaurant-and-lounge-schenectady-3?osq=beer
1238 Western Ave,across-the-street-pub-albany,"['American (Traditional)', 'Pubs', 'Salad']",https://s3-media2.fl.yelpcdn.com/bphoto/08HSU2GZhFTu5ncqogR17Q/ls.jpg,Across The Street Pub,59.0,$$,3.5,https://www.yelp.com/biz/across-the-street-pub-albany?osq=beer
