address,biz_id,category,image_shown,name,num_reviews,price_range,star_rating,url
1709 Western Ave,Capital City Diner Albany,"['Diners', 'Breakfast & Brunch']",https://s3-media3.fl.yelpcdn.com/bphoto/zNnymLJ5RqwfZRhfYXoBYw/ls.jpg,Capital City Diner,162.0,$$,3.5,https://www.yelp.com/biz/capital-city-diner-albany?osq=restaurants
359 Northern Blvd,Cafe Madison Albany 2,"['American New', 'Breakfast & Brunch']",https://s3-media2.fl.yelpcdn.com/bphoto/3nRzEXjvD0aV-46_TCEsKQ/ls.jpg,Cafe Madison,70.0,$$,4.0,https://www.yelp.com/biz/cafe-madison-albany-2?osq=restaurants
42 Eagle St,Public House 42 Albany 2,"['Irish', 'Pubs']",https://s3-media4.fl.yelpcdn.com/bphoto/u8yRr9zXkyGC3bREvtBxJg/ls.jpg,Public House 42,40.0,$$,3.5,https://www.yelp.com/biz/public-house-42-albany-2?osq=restaurants
471 Albany Shaker Rd,Lanies Cafe Albany,"['Italian', 'Salad', 'Pizza']",https://s3-media3.fl.yelpcdn.com/bphoto/vL2mQIXMkpRh2f-cI0yqdw/ls.jpg,Lanie's Cafe,136.0,$$,4.0,https://www.yelp.com/biz/lanies-cafe-albany?osq=restaurants
25 Chapel St,Dp An American Brasserie Albany,"['American New', 'Indonesian', 'Asian Fusion']",https://s3-media1.fl.yelpcdn.com/bphoto/qK-hRfBTzmwoypOvgzqMoQ/ls.jpg,dp An American Brasserie,136.0,$$,4.0,https://www.yelp.com/biz/dp-an-american-brasserie-albany?osq=restaurants
4 Clinton Sq,Mcgearys Albany,"['Pubs', 'Sports Bars', 'American Traditional']",https://s3-media1.fl.yelpcdn.com/bphoto/bJYiX60tjJzHir_8_NG4DQ/ls.jpg,McGeary's,101.0,$$,4.0,https://www.yelp.com/biz/mcgearys-albany?osq=restaurants
185 Old Loudon Rd,Tipsy Moose Tap And Tavern Latham 2,"['Pizza', 'Pubs', 'Breakfast & Brunch']",https://s3-media1.fl.yelpcdn.com/bphoto/_gpPP-JPm0b_6PC6W6PetQ/ls.jpg,Tipsy Moose Tap & Tavern,272.0,$$,4.0,https://www.yelp.com/biz/tipsy-moose-tap-and-tavern-latham-2?osq=restaurants
340 Delaware Ave,Cardonas Market Albany,"['Meat Shops', 'Delis', 'Grocery']",https://s3-media4.fl.yelpcdn.com/bphoto/N9CmwMbm5taywxxsCr0bEQ/ls.jpg,Cardona's Market,160.0,$$,4.5,https://www.yelp.com/biz/cardonas-market-albany?osq=restaurants
259 Lark St,Rain Modern Chinese Albany,"['Dim Sum', 'Cantonese', 'Tapas/Small Plates']",https://s3-media4.fl.yelpcdn.com/bphoto/vxrse9Cx0AjLFRyvzR1LJw/ls.jpg,Rain Modern Chinese,223.0,$$,4.0,https://www.yelp.com/biz/rain-modern-chinese-albany?osq=restaurants
161 Washington Ave Ext,Zaitoon Kitchen Albany,"['Mediterranean', 'Afghan', 'Halal']",https://s3-media3.fl.yelpcdn.com/bphoto/PQvRAUF1YLfbJsC-3YD6Nw/ls.jpg,Zaitoon Kitchen,34.0,$$,4.0,https://www.yelp.com/biz/zaitoon-kitchen-albany?osq=restaurants
19 2nd Ave,Thai Orchid Rensselaer,['Thai'],https://s3-media3.fl.yelpcdn.com/bphoto/SsZcOeEsn6n5248EqTNOwQ/ls.jpg,Thai Orchid,38.0,,5.0,https://www.yelp.com/biz/thai-orchid-rensselaer?osq=restaurants
95 Everett Rd,Swiftys Restaurant And Pub Albany Albany 5,"['Irish', 'American Traditional', 'Pubs']",https://s3-media3.fl.yelpcdn.com/bphoto/pyEbOgOxhzHJqFEU0Reo8w/ls.jpg,Swifty's Restaurant & Pub - Albany,45.0,$$,4.0,https://www.yelp.com/biz/swiftys-restaurant-and-pub-albany-albany-5?osq=restaurants
31 Central Ave,Aashiana Restaurant Albany 2,"['Indian', 'Pakistani', 'Halal']",https://s3-media4.fl.yelpcdn.com/bphoto/jl4h5Kc2XbLDSGjbNYzExw/ls.jpg,Aashiana Restaurant,148.0,$,4.0,https://www.yelp.com/biz/aashiana-restaurant-albany-2?osq=restaurants
9B Johnson Rd,Karavalli Latham,['Indian'],https://s3-media4.fl.yelpcdn.com/bphoto/pPIksAOhfeMKGvjqVvUj4w/ls.jpg,Karavalli,313.0,$$,4.0,https://www.yelp.com/biz/karavalli-latham?osq=restaurants
1540 Central Ave,Pinto Thai Kitchen Colonie 2,"['Korean', 'Thai']",https://s3-media1.fl.yelpcdn.com/bphoto/KzBZ1lBIkaASvuaNVLFO4g/ls.jpg,Pinto Thai Kitchen,34.0,$$,4.5,https://www.yelp.com/biz/pinto-thai-kitchen-colonie-2?osq=restaurants
456 Madison Ave,Debbies Kitchen Albany 3,['Delis'],https://s3-media3.fl.yelpcdn.com/bphoto/c8FpFBEzPHSM22ud7XnkYQ/ls.jpg,Debbie's Kitchen,65.0,$,4.0,https://www.yelp.com/biz/debbies-kitchen-albany-3?osq=restaurants
895 Broadway,Wolffs Biergarten Albany,"['German', 'Pubs', 'Sandwiches']",https://s3-media2.fl.yelpcdn.com/bphoto/W_5HjVw_EeIiB1K3ULOxqg/ls.jpg,Wolff's Biergarten,214.0,$$,4.0,https://www.yelp.com/biz/wolffs-biergarten-albany?osq=restaurants
654 Central Ave,Mexican Market Albany,['Mexican'],https://s3-media4.fl.yelpcdn.com/bphoto/gQvNmzivJ19oU1tsyowFbw/ls.jpg,Mexican Market,33.0,$,4.0,https://www.yelp.com/biz/mexican-market-albany?osq=restaurants
113 State St,Rias Bistro And Bakery Albany 4,"['Delis', 'Sandwiches', 'Breakfast & Brunch']",https://s3-media1.fl.yelpcdn.com/bphoto/1EQ1tfXFYh4BtDxV9NMCHQ/ls.jpg,Ria's Bistro & Bakery,22.0,$,4.5,https://www.yelp.com/biz/rias-bistro-and-bakery-albany-4?osq=restaurants
1118 Central Ave,Margarita City Albany,['Mexican'],https://s3-media4.fl.yelpcdn.com/bphoto/hyRk4uFvJX211ewJxWqI9w/ls.jpg,Margarita City,38.0,$$,3.5,https://www.yelp.com/biz/margarita-city-albany?osq=restaurants
,Wren And Rail New Scotland,"['Breakfast & Brunch', 'Food Trucks', 'Coffee & Tea']",https://s3-media1.fl.yelpcdn.com/bphoto/QsLiftUHJdrsrYeCx5Il0Q/ls.jpg,Wren & Rail,20.0,$,5.0,https://www.yelp.com/biz/wren-and-rail-new-scotland?osq=restaurants
483 Broadway,Baking You Crazy Rensselaer 3,"['Bakeries', 'Burgers', 'Sandwiches']",https://s3-media4.fl.yelpcdn.com/bphoto/8l35obNOOLnV9QthyS9XCA/ls.jpg,Baking You Crazy,60.0,$,4.5,https://www.yelp.com/biz/baking-you-crazy-rensselaer-3?osq=restaurants
289 Hamilton St,El Mariachi Mexican Restaurant Ii Albany,['Mexican'],https://s3-media2.fl.yelpcdn.com/bphoto/5O0da0G-4mRt66WI3dw1Pw/ls.jpg,El Mariachi Mexican Restaurant II,171.0,$$,3.5,https://www.yelp.com/biz/el-mariachi-mexican-restaurant-ii-albany?osq=restaurants
1475 Western Ave,Jacob And Anthonys Italian Albany,['Italian'],https://s3-media1.fl.yelpcdn.com/bphoto/Su7lbemrWP_y9bD5FmeGWw/ls.jpg,Jacob & Anthony's Italian,56.0,$$,3.5,https://www.yelp.com/biz/jacob-and-anthonys-italian-albany?osq=restaurants
68 Central Ave,Ocean Palace Albany 2,"['Dim Sum', 'Cantonese', 'Noodles']",https://s3-media4.fl.yelpcdn.com/bphoto/51o94TwZYTVFTfRDcg0PCw/ls.jpg,Ocean Palace,84.0,$$,4.0,https://www.yelp.com/biz/ocean-palace-albany-2?osq=restaurants
468 Troy Schenectady Rd,Ala Shanghai Chinese Cuisine Latham,"['Shanghainese', 'Dim Sum']",https://s3-media2.fl.yelpcdn.com/bphoto/nIM1SiUBc_IGaeDHj1gNog/ls.jpg,Ala Shanghai Chinese Cuisine,429.0,$$,4.0,https://www.yelp.com/biz/ala-shanghai-chinese-cuisine-latham?osq=restaurants
480 Sand Creek Rd,Barnsider Albany,['Steakhouses'],https://s3-media4.fl.yelpcdn.com/bphoto/FUzJ2qC6IbYNF2ezjy38AQ/ls.jpg,Barnsider,162.0,$$$,3.0,https://www.yelp.com/biz/barnsider-albany?osq=restaurants
1235 Western Ave,Uncommon Grounds Albany 2,"['Coffee & Tea', 'Bagels', 'Breakfast & Brunch']",https://s3-media2.fl.yelpcdn.com/bphoto/V5OqJMDJUpuVhAWyYTNe4A/ls.jpg,Uncommon Grounds,175.0,$,3.5,https://www.yelp.com/biz/uncommon-grounds-albany-2?osq=restaurants
737 Albany Shaker Rd,Chick Fil A Albany 4,['Fast Food'],https://s3-media4.fl.yelpcdn.com/bphoto/UFQ8i5NE81UVrChXaouTJg/ls.jpg,Chick-fil-A,39.0,$,2.0,https://www.yelp.com/biz/chick-fil-a-albany-4?osq=restaurants
105 Wolf Rd,Texas Roadhouse Albany 2,"['Steakhouses', 'Barbeque']",https://s3-media3.fl.yelpcdn.com/bphoto/bGcMq00L9tUPFXU3X4DvvQ/ls.jpg,Texas Roadhouse,143.0,$$,3.5,https://www.yelp.com/biz/texas-roadhouse-albany-2?osq=restaurants
1 Central Ave,Curry Leaf Indian Restaurant Albany,['Indian'],https://s3-media3.fl.yelpcdn.com/bphoto/EnJNxscFOsKOwDnFG__FYA/ls.jpg,Curry Leaf Indian Restaurant,32.0,$$,4.5,https://www.yelp.com/biz/curry-leaf-indian-restaurant-albany?osq=restaurants
1214 Troy Schenectady Rd,Hooked Seafood Latham 3,"['Seafood', 'Seafood Markets', 'Fish & Chips']",https://s3-media4.fl.yelpcdn.com/bphoto/AYLu2xZ1BaHC6Qi9aQQSDg/ls.jpg,Hooked Seafood,83.0,$$,4.5,https://www.yelp.com/biz/hooked-seafood-latham-3?osq=restaurants
15 Colvin Ave,Lynns Uptown Sports Tavern Albany 2,"['Sports Bars', 'American Traditional']",https://s3-media4.fl.yelpcdn.com/bphoto/0NMWMq_d49NTmF_5IFtwvw/ls.jpg,Lynn's Uptown Sports Tavern,23.0,$,4.5,https://www.yelp.com/biz/lynns-uptown-sports-tavern-albany-2?osq=restaurants
217 Broadway,Pecks Arcade Troy,"['American New', 'Tapas/Small Plates', 'Cocktail Bars']",https://s3-media2.fl.yelpcdn.com/bphoto/LZPFCdOhS5QZdFyn4IWWfw/ls.jpg,Peck's Arcade,199.0,$$$,4.5,https://www.yelp.com/biz/pecks-arcade-troy?osq=restaurants
1182 Western Ave,Fiorello Importing And Luigis Deli Albany 2,"['Italian', 'Delis']",https://s3-media4.fl.yelpcdn.com/bphoto/KNmgITv04IfzjO3Wz2BgvA/ls.jpg,Fiorello Importing & Luigi's Deli,27.0,$,4.5,https://www.yelp.com/biz/fiorello-importing-and-luigis-deli-albany-2?osq=restaurants
227 Lark St,Tapasia Asian Tapas Albany,"['Japanese', 'Thai', 'Tapas/Small Plates']",https://s3-media1.fl.yelpcdn.com/bphoto/mEHQNSsPE0zmCCuLDRiwxA/ls.jpg,TapAsia Asian Tapas,103.0,$$,4.0,https://www.yelp.com/biz/tapasia-asian-tapas-albany?osq=restaurants
1800 Western Ave,Sushi Tei Albany,"['Japanese', 'Sushi Bars']",https://s3-media2.fl.yelpcdn.com/bphoto/keOnHUL622jxt3sXlH7Uog/ls.jpg,Sushi Tei,213.0,$$,4.0,https://www.yelp.com/biz/sushi-tei-albany?osq=restaurants
99 Washington Ave,Better Bite Albany,['American Traditional'],https://s3-media2.fl.yelpcdn.com/bphoto/79AjiRUUNIhWbJfBopqGNw/ls.jpg,Better Bite,60.0,$$,3.0,https://www.yelp.com/biz/better-bite-albany?osq=restaurants
1475 Western Ave,Peaches Cafe Albany,"['Desserts', 'American Traditional', 'Breakfast & Brunch']",https://s3-media3.fl.yelpcdn.com/bphoto/QhnlfHp-pvh8G9D_1WHKHQ/ls.jpg,Peaches Cafe,190.0,$$,3.0,https://www.yelp.com/biz/peaches-cafe-albany?osq=restaurants
254 Lark St,Sukhothai Albany,['Thai'],https://s3-media4.fl.yelpcdn.com/bphoto/O3wcHqNfuH4aFMyjGsOaLQ/ls.jpg,Sukhothai,159.0,$,4.0,https://www.yelp.com/biz/sukhothai-albany?osq=restaurants
1736 Western Ave,Cafe Calabria Albany,"['Italian', 'Seafood', 'Delis']",https://s3-media3.fl.yelpcdn.com/bphoto/aRnEgE5aarJjX8jx6xyKoA/ls.jpg,Cafe Calabria,68.0,$$,4.0,https://www.yelp.com/biz/cafe-calabria-albany?osq=restaurants
1273 Central Ave,Grandmas Pies And Restaurant Albany,['American Traditional'],https://s3-media4.fl.yelpcdn.com/bphoto/HO6MPLgkM9bYUAQ4fA8XXQ/ls.jpg,Grandma's Pies & Restaurant,133.0,$$,3.0,https://www.yelp.com/biz/grandmas-pies-and-restaurant-albany?osq=restaurants
556 Delaware Ave,Nicoles Restaurant Albany 4,['Italian'],https://s3-media1.fl.yelpcdn.com/bphoto/NjbxKyHu7wuBUIDpKnDpmA/ls.jpg,Nicole's Restaurant,59.0,$$$,3.5,https://www.yelp.com/biz/nicoles-restaurant-albany-4?osq=restaurants
,Provence Restaurant And Wine Bar Albany,"['French', 'Mediterranean', 'Wine Bars']",https://s3-media4.fl.yelpcdn.com/bphoto/D7K6AT7qB3RW1kcDMEkn8g/ls.jpg,Provence Restaurant & Wine Bar,115.0,$$$,3.0,https://www.yelp.com/biz/provence-restaurant-and-wine-bar-albany?osq=restaurants
365 Feura Bush Rd,Taj Of Glenmont Glenmont,"['Indian', 'Pakistani']",https://s3-media1.fl.yelpcdn.com/bphoto/2b-kHM0Ra2UUjki2l1ypdw/ls.jpg,Taj Of Glenmont,62.0,$$,4.5,https://www.yelp.com/biz/taj-of-glenmont-glenmont?osq=restaurants
35 Maiden Ln,Emmanuel Thai Restaurant Albany,['Thai'],https://s3-media1.fl.yelpcdn.com/bphoto/_l5ex0u8VYbygdPGza3FLw/ls.jpg,Emmanuel Thai Restaurant,68.0,$$,4.0,https://www.yelp.com/biz/emmanuel-thai-restaurant-albany?osq=restaurants
145 Wolf Rd,Capital Buffet Albany,"['Chinese', 'Buffets']",https://s3-media3.fl.yelpcdn.com/bphoto/JXaPkROXJ0pBajPvwJ-Q5g/ls.jpg,Capital Buffet,122.0,$$,3.0,https://www.yelp.com/biz/capital-buffet-albany?osq=restaurants
2012 Central Ave,Build A Burger Pub Albany,"['Burgers', 'Pubs']",https://s3-media4.fl.yelpcdn.com/bphoto/V8AWAgAgW9EfblPnTvdj4g/ls.jpg,Build A Burger Pub,33.0,$$,4.5,https://www.yelp.com/biz/build-a-burger-pub-albany?osq=restaurants
388 Broadway,Parish Public House Albany,"['Cajun/Creole', 'Beer Bar', 'Sandwiches']",https://s3-media1.fl.yelpcdn.com/bphoto/5tsOnZF26SZ0-tUbaoFFNA/ls.jpg,Parish Public House,81.0,$$,3.5,https://www.yelp.com/biz/parish-public-house-albany?osq=restaurants
471 Troy Schenectady Rd,Zaitoon Kitchen Latham,"['Afghan', 'Mediterranean', 'Halal']",https://s3-media1.fl.yelpcdn.com/bphoto/r5cfT4u0Lmb2KN3aw69kxA/ls.jpg,Zaitoon Kitchen,174.0,$$,4.5,https://www.yelp.com/biz/zaitoon-kitchen-latham?osq=restaurants
461 Troy Schenectady Rd,Celadon Thai Restaurant Latham,['Thai'],https://s3-media2.fl.yelpcdn.com/bphoto/iiQ6R6m2M-LWRF7dpGcrQQ/ls.jpg,Celadon Thai Restaurant,227.0,$$,4.5,https://www.yelp.com/biz/celadon-thai-restaurant-latham?osq=restaurants
21 Frontage Rd,Johnny Bs Glenmont Diner Glenmont,['Diners'],https://s3-media4.fl.yelpcdn.com/bphoto/nr1LMUCiovqs_HoBQV-JAA/ls.jpg,Johnny B's Glenmont Diner,63.0,$,4.0,https://www.yelp.com/biz/johnny-bs-glenmont-diner-glenmont?osq=restaurants
125 Southern Blvd,Sams Italian American Restaurant Albany,"['Italian', 'American Traditional', 'Sandwiches']",https://s3-media3.fl.yelpcdn.com/bphoto/FlQjCR-cNRUqKx6i0Ie9EA/ls.jpg,Sam's Italian American Restaurant,48.0,$$,4.0,https://www.yelp.com/biz/sams-italian-american-restaurant-albany?osq=restaurants
75 4th St,K Plate Korean Bbq Troy,"['Korean', 'Barbeque']",https://s3-media1.fl.yelpcdn.com/bphoto/KbfHvBE9GvwzLerPkQyhCg/ls.jpg,K-Plate Korean BBQ,76.0,$,4.5,https://www.yelp.com/biz/k-plate-korean-bbq-troy?osq=restaurants
1210 Troy Schenectady Rd,Innovo Kitchen Latham,"['American Traditional', 'Bars']",https://s3-media1.fl.yelpcdn.com/bphoto/DQrC32YiATgGLuFOJ3Iflg/ls.jpg,Innovo Kitchen,247.0,$$,4.0,https://www.yelp.com/biz/innovo-kitchen-latham?osq=restaurants
287 New Scotland Ave,Kuma Ani Albany,"['Japanese', 'Sushi Bars']",https://s3-media3.fl.yelpcdn.com/bphoto/SG-xA0lf7KLLXeigrwY61A/ls.jpg,Kuma Ani,136.0,$$,4.0,https://www.yelp.com/biz/kuma-ani-albany?osq=restaurants
622 New Loudon Rd,T Swirl Crepe Latham,"['Creperies', 'Desserts', 'Asian Fusion']",https://s3-media3.fl.yelpcdn.com/bphoto/GWx7N2WluTNont6AI8voaA/ls.jpg,T-Swirl Crepe,55.0,$,4.5,https://www.yelp.com/biz/t-swirl-crepe-latham?osq=restaurants
1094 Madison Ave,Juniors Albany,"['American Traditional', 'Sports Bars']",https://s3-media2.fl.yelpcdn.com/bphoto/IBmx5qon_DGFXnA2pyvyQQ/ls.jpg,Junior's,170.0,$$,3.5,https://www.yelp.com/biz/juniors-albany?osq=restaurants
235 N Greenbush Rd,Garlic Lovers Corner North Greenbush,"['Greek', 'Mediterranean']",https://s3-media2.fl.yelpcdn.com/bphoto/2GkNIv_278jzVXQNnmqLMg/ls.jpg,Garlic Lovers Corner,92.0,$$,4.0,https://www.yelp.com/biz/garlic-lovers-corner-north-greenbush?osq=restaurants
1202 Troy Schenectady Rd,The Stuffed Rooster Latham,"['Cafes', 'Breakfast & Brunch', 'Sandwiches']",https://s3-media1.fl.yelpcdn.com/bphoto/GUYgR2Q8mptWGpXU8jimoA/ls.jpg,The Stuffed Rooster,26.0,,4.0,https://www.yelp.com/biz/the-stuffed-rooster-latham?osq=restaurants
131 Wolf Rd,The Cheesecake Factory Albany,"['Desserts', 'American Traditional']",https://s3-media3.fl.yelpcdn.com/bphoto/F283aMMh7z2ALFLCvCrQEw/ls.jpg,The Cheesecake Factory,311.0,$$,3.0,https://www.yelp.com/biz/the-cheesecake-factory-albany?osq=restaurants
182 Remsen St,Caskade Kitchen And Bar Cohoes,"['Gastropubs', 'Tapas/Small Plates', 'American New']",https://s3-media2.fl.yelpcdn.com/bphoto/x0AMSV4SB90xloq9yrU96Q/ls.jpg,Caskade Kitchen & Bar,48.0,$$,4.5,https://www.yelp.com/biz/caskade-kitchen-and-bar-cohoes?osq=restaurants
1475 Western Ave,Primal Albany,"['Meat Shops', 'Butcher', 'Delis']",https://s3-media3.fl.yelpcdn.com/bphoto/36XTc3bsEKBC8be2PGRFkg/ls.jpg,Primal,41.0,$$,4.0,https://www.yelp.com/biz/primal-albany?osq=restaurants
40 N Pearl St,Pearl Street Diner Albany,"['Diners', 'Greek', 'Breakfast & Brunch']",https://s3-media2.fl.yelpcdn.com/bphoto/-twezslk19I_BIeF17sYJw/ls.jpg,Pearl Street Diner,81.0,$,3.0,https://www.yelp.com/biz/pearl-street-diner-albany?osq=restaurants
1652 Western Ave,El Charro Mexican Grille Albany,['Mexican'],https://s3-media1.fl.yelpcdn.com/bphoto/LZ-iC3wdAXet4mqiWAuByw/ls.jpg,El Charro Mexican Grille,20.0,,3.5,https://www.yelp.com/biz/el-charro-mexican-grille-albany?osq=restaurants
206 Washington Ave,Mamouns Falafel Albany,"['Falafel', 'Salad']",https://s3-media3.fl.yelpcdn.com/bphoto/T5CwKRAGg4aJZj8zxai08Q/ls.jpg,Mamoun's Falafel,103.0,$$,4.0,https://www.yelp.com/biz/mamouns-falafel-albany?osq=restaurants
15 Second St,Plumb Oyster Bar Troy,"['American New', 'Cocktail Bars']",https://s3-media1.fl.yelpcdn.com/bphoto/8x12bUUFf9HUYQvPVj7PxQ/ls.jpg,Plumb Oyster Bar,117.0,$$,4.0,https://www.yelp.com/biz/plumb-oyster-bar-troy?osq=restaurants
198 1st St,Carmens Cafe Troy,"['Spanish', 'Cuban', 'Breakfast & Brunch']",https://s3-media1.fl.yelpcdn.com/bphoto/XqFYq2_6UYCVnI-5UBYT6g/ls.jpg,Carmen's Cafe,94.0,$$,4.0,https://www.yelp.com/biz/carmens-cafe-troy?osq=restaurants
314 Columbia St,Skyline Diner Rensselaer,['Breakfast & Brunch'],https://s3-media4.fl.yelpcdn.com/bphoto/BZD781ubEl4muvbd4JfoRQ/ls.jpg,Skyline Diner,67.0,$,4.0,https://www.yelp.com/biz/skyline-diner-rensselaer?osq=restaurants
2675 Hamburg St,Roosters Schenectady 2,"['Salad', 'Waffles', 'Breakfast & Brunch']",https://s3-media3.fl.yelpcdn.com/bphoto/esgSrBhwejyYBSRMaUT5QA/ls.jpg,Rooster's,46.0,$$,4.5,https://www.yelp.com/biz/roosters-schenectady-2?osq=restaurants
89 Beaver St,Amo La Bella New York Albany,['Italian'],https://s3-media4.fl.yelpcdn.com/bphoto/731QfuxIWuwo1X6oe9wjlA/ls.jpg,AMO La Bella New York,29.0,$$,3.5,https://www.yelp.com/biz/amo-la-bella-new-york-albany?osq=restaurants
1300 15th St,Muza Troy,"['Polish', 'German', 'Bars']",https://s3-media1.fl.yelpcdn.com/bphoto/uzUzy5JmFDQH6tZ5LBu9-A/ls.jpg,Muza,111.0,$$,4.5,https://www.yelp.com/biz/muza-troy?osq=restaurants
62 New Scotland Ave,Recovery Room Sports Grill Albany 3,"['Chicken Wings', 'American Traditional']",https://s3-media1.fl.yelpcdn.com/bphoto/T5fFx1lwsy4Kk_goGoTEEA/ls.jpg,Recovery Room Sports Grill,96.0,$$,3.0,https://www.yelp.com/biz/recovery-room-sports-grill-albany-3?osq=restaurants
637 3rd Ave Ext,Off Shore Pier Restaurant And Fish Market Rensselaer,"['Seafood Markets', 'Seafood']",https://s3-media4.fl.yelpcdn.com/bphoto/IoEkf9SVEICDMjIqCgb2-w/ls.jpg,Off Shore Pier Restaurant & Fish Market,78.0,$$,4.0,https://www.yelp.com/biz/off-shore-pier-restaurant-and-fish-market-rensselaer?osq=restaurants
256 Delaware Ave,Andy And Sons Importing Co Albany,"['Grocery', 'Delis', 'Sandwiches']",https://s3-media2.fl.yelpcdn.com/bphoto/E6uF-B9O_4saAjOV28jivg/ls.jpg,Andy & Sons Importing Co,83.0,$,4.5,https://www.yelp.com/biz/andy-and-sons-importing-co-albany?osq=restaurants
1095 Central Ave,Little Anthonys Albany,"['Pizza', 'Sandwiches', 'Vegan']",https://s3-media2.fl.yelpcdn.com/bphoto/Dw7gyq1hKcsGHm865byaeQ/ls.jpg,Little Anthony's,118.0,$$,4.0,https://www.yelp.com/biz/little-anthonys-albany?osq=restaurants
435 Loudon Rd,Genoa Importing Albany,"['Delis', 'Italian', 'Desserts']",https://s3-media1.fl.yelpcdn.com/bphoto/AjvNkrB-ljHtOKMLTrB1kQ/ls.jpg,Genoa Importing,51.0,$,4.5,https://www.yelp.com/biz/genoa-importing-albany?osq=restaurants
,Fin Your Fishmonger Guilderland,"['Seafood Markets', 'Seafood']",https://s3-media1.fl.yelpcdn.com/bphoto/6vP6SubT3B5-w5Mh0jC1nA/ls.jpg,fin - your fishmonger,44.0,$$,4.0,https://www.yelp.com/biz/fin-your-fishmonger-guilderland?osq=restaurants
494 Washington Ave,Dans Place Two Albany,"['Breakfast & Brunch', 'Diners', 'Burgers']",https://s3-media1.fl.yelpcdn.com/bphoto/AXFXyO4GG4RMnYsTpOvDcg/ls.jpg,Dan's Place Two,64.0,$,4.5,https://www.yelp.com/biz/dans-place-two-albany?osq=restaurants
1965 Central Ave,Demarcos Restaurant Albany,['Italian'],https://s3-media2.fl.yelpcdn.com/bphoto/Ob_Y8jFaBycIsEuXQovA6g/ls.jpg,DeMarco's Restaurant,31.0,$$,3.5,https://www.yelp.com/biz/demarcos-restaurant-albany?osq=restaurants
579 Troy Schenectady Rd,Kiernans Craft Tavern Latham,"['American Traditional', 'Pubs']",https://s3-media1.fl.yelpcdn.com/bphoto/d6RkdO4cO5JbRoWG-Ou-FA/ls.jpg,Kiernan's Craft Tavern,61.0,$$,4.0,https://www.yelp.com/biz/kiernans-craft-tavern-latham?osq=restaurants
672 New Loudon Rd,Bella Napoli Latham,"['Bakeries', 'Donuts', 'Delis']",https://s3-media2.fl.yelpcdn.com/bphoto/0UBnwTWbd6X6N7HsJOxF9Q/ls.jpg,Bella Napoli,139.0,$,4.0,https://www.yelp.com/biz/bella-napoli-latham?osq=restaurants
52 Columbia St,Mirandas Deli Albany,"['Delis', 'Sandwiches']",https://s3-media1.fl.yelpcdn.com/bphoto/S-4U4mSCQNT09iGMUZ_0iQ/ls.jpg,Miranda's Deli,55.0,$,4.5,https://www.yelp.com/biz/mirandas-deli-albany?osq=restaurants
1666 Western Ave,Via Fresca Albany,['Italian'],https://s3-media3.fl.yelpcdn.com/bphoto/fC-6aQmt1QMwnO7mlcvAjQ/ls.jpg,Via Fresca,40.0,$$,4.0,https://www.yelp.com/biz/via-fresca-albany?osq=restaurants
,The Standard Restaurant And Lounge Albany,"['American New', 'American Traditional', 'Burgers']",https://s3-media1.fl.yelpcdn.com/bphoto/2FND35kbXyH4M1ano5k6nQ/ls.jpg,The Standard Restaurant & Lounge,277.0,$$,3.0,https://www.yelp.com/biz/the-standard-restaurant-and-lounge-albany?osq=restaurants
1275 Central Ave,Parivar Spices And Food Albany,"['Grocery', 'Indian', 'Vegetarian']",https://s3-media3.fl.yelpcdn.com/bphoto/LxyHsroQs_EYHn1NoLsclg/ls.jpg,Parivar Spices and Food,81.0,$,4.0,https://www.yelp.com/biz/parivar-spices-and-food-albany?osq=restaurants
1620 Western Ave,Hana Japanese Sushi And Steakhouse Albany,"['Japanese', 'Sushi Bars', 'Steakhouses']",https://s3-media3.fl.yelpcdn.com/bphoto/1MbYtendxl0npFGkYdT_Bg/ls.jpg,Hana Japanese Sushi & Steakhouse,148.0,$$,3.5,https://www.yelp.com/biz/hana-japanese-sushi-and-steakhouse-albany?osq=restaurants
333 Delaware Ave,333 Cafe Delmar,['American New'],https://s3-media1.fl.yelpcdn.com/bphoto/MJKeV8Irx0T720zEtOcIkw/ls.jpg,333 Cafe,40.0,$$$,4.0,https://www.yelp.com/biz/333-cafe-delmar?osq=restaurants
1610 Central Ave,La Fiesta Mexican Restaurant Albany,['Mexican'],https://s3-media3.fl.yelpcdn.com/bphoto/paSSYsGpEu8T4C3pvkG2hw/ls.jpg,La Fiesta Mexican Restaurant,120.0,$$,3.5,https://www.yelp.com/biz/la-fiesta-mexican-restaurant-albany?osq=restaurants
409 New Scotland Ave,Ragonese Italian Imports Albany,"['Specialty Food', 'Delis', 'Sandwiches']",https://s3-media2.fl.yelpcdn.com/bphoto/y45NJnnaO4uo1zWEb-LxaQ/ls.jpg,Ragonese Italian Imports,57.0,$,4.5,https://www.yelp.com/biz/ragonese-italian-imports-albany?osq=restaurants
1 Crossgates Mall Rd,Funny Bone Comedy Club And Restaurant Albany,"['Bars', 'Comedy Clubs', 'American Traditional']",https://s3-media4.fl.yelpcdn.com/bphoto/qzN9g-eXfHNRA362vQE8ZA/ls.jpg,Funny Bone Comedy Club & Restaurant,71.0,$$,3.0,https://www.yelp.com/biz/funny-bone-comedy-club-and-restaurant-albany?osq=restaurants
